startIntersectionID,endIntersectionID,cost,time
547,4196,99.2533,0.0
547,548,32.7586,0.0
2946,3469,52.3137,0.0
2946,2943,23.9641,0.0
2946,3093,11.5362,0.0
1814,1744,8.213,0.0
9,10,22.9183,0.0
9,434,58.1756,0.0
9,482,28.3364,0.0
9,2559,76.1115,0.0
2945,3459,5.69215,0.0
2945,2432,16.8364,0.0
2945,3498,22.6659,0.0
1815,2864,43.4171,0.0
1815,1816,15.3126,0.0
1815,1817,45.7015,0.0
549,554,47.1782,0.0
549,1785,25.4708,0.0
549,550,33.0507,0.0
8,353,31.233,0.0
8,7,28.7538,0.0
8,722,14.8879,0.0
8,18,31.3114,0.0
1816,508,19.7975,0.0
1816,2798,60.5149,0.0
1816,1815,15.3126,0.0
1817,1830,59.0388,0.0
1817,441,19.6336,0.0
1817,2267,29.4167,0.0
1817,1815,45.7015,0.0
1818,80,17.4217,0.0
1818,1771,11.0047,0.0
1818,2387,16.4252,0.0
2949,2447,53.2116,0.0
2949,4429,27.5411,0.0
2949,4428,28.9478,0.0
1819,684,88.5143,0.0
1819,1876,10.8826,0.0
1819,1494,11.5553,0.0
1819,1788,13.1581,0.0
6891,6945,36.1077,0.0
6891,7022,8.95165,0.0
6891,6892,22.1418,0.0
6891,6881,7.81207,0.0
6892,6899,17.85,0.0
6892,6891,12.8614,0.0
6892,6983,31.607,0.0
6890,6889,4.73371,0.0
6890,5270,30.6538,0.0
2980,2981,13.4872,0.0
6895,6710,17.4887,0.0
6895,6092,29.7563,0.0
6895,4142,35.1905,0.0
6896,5223,23.0027,0.0
6896,2308,13.478,0.0
6896,6747,6.61563,0.0
6893,7051,27.2201,0.0
6893,7070,18.4343,0.0
6893,6894,8.71522,0.0
6894,6905,41.0996,0.0
6894,6893,8.71522,0.0
6894,7043,10.9067,0.0
6889,5320,24.025,0.0
6889,6978,4.56836,0.0
6889,6890,8.14941,0.0
2975,2767,20.4604,0.0
2975,4899,20.0687,0.0
2975,4753,10.4567,0.0
1843,1464,10.2408,0.0
1843,1325,12.2592,0.0
1843,1883,10.6207,0.0
513,1812,40.0574,0.0
513,35,34.7307,0.0
513,933,23.553,0.0
513,50,22.1342,0.0
6888,43,22.8103,0.0
6888,6222,39.5688,0.0
6888,7047,46.1604,0.0
6888,414,32.1964,0.0
2974,2964,8.00443,0.0
2974,5806,41.464,0.0
2974,2755,141.409,0.0
1844,1378,67.9176,0.0
512,812,65.5912,0.0
512,508,60.9248,0.0
512,439,7.77854,0.0
512,895,14.459,0.0
6887,5549,4.63039,0.0
6887,5547,20.0969,0.0
6887,6040,29.0939,0.0
2977,2647,2.76676,0.0
2977,3021,18.8846,0.0
2977,3020,35.7429,0.0
1841,1840,74.1196,0.0
1841,5412,154.264,0.0
1841,2802,57.9883,0.0
511,1022,26.0465,0.0
511,442,25.1957,0.0
511,508,34.0667,0.0
6886,5907,32.5363,0.0
6886,5928,36.5381,0.0
6886,419,26.5062,0.0
6886,1013,30.3678,0.0
2976,2923,40.3674,0.0
2976,5322,34.7962,0.0
2976,2740,7.98446,0.0
2976,5546,24.6771,0.0
1842,1995,59.2413,0.0
1842,2006,24.2451,0.0
1842,1414,39.256,0.0
1842,1354,29.97,0.0
510,182,3.79932,0.0
510,517,4.30738,0.0
2971,2314,18.1164,0.0
2971,5315,64.8506,0.0
2971,5531,12.6577,0.0
2971,5318,55.3497,0.0
2970,6567,12.942,0.0
2970,2962,25.0705,0.0
2970,6621,12.2548,0.0
2970,2742,97.8551,0.0
2970,6512,13.4143,0.0
2970,6513,13.9242,0.0
1840,1841,274.693,0.0
1840,2352,44.2435,0.0
1840,5613,130.596,0.0
2973,2931,11.3436,0.0
2972,2959,10.6189,0.0
2972,4819,97.1651,0.0
2972,4382,55.0377,0.0
1849,1351,10.1942,0.0
519,826,17.2347,0.0
519,108,10.7877,0.0
519,80,17.835,0.0
518,987,50.0845,0.0
518,1052,26.9549,0.0
518,1047,20.3458,0.0
518,517,22.0344,0.0
2979,3543,34.6213,0.0
2979,2694,16.1138,0.0
2979,2693,41.8265,0.0
1847,1351,8.80369,0.0
1847,1468,10.5822,0.0
1847,1870,7.98838,0.0
517,5841,78.7931,0.0
517,510,7.41545,0.0
517,518,22.0344,0.0
2978,2636,18.8441,0.0
2978,3052,55.815,0.0
2978,2637,10.2948,0.0
2978,3576,62.7346,0.0
1848,1339,28.4613,0.0
1848,5663,39.4161,0.0
1848,643,38.1474,0.0
516,35,50.9976,0.0
516,933,52.4511,0.0
516,7043,12.2008,0.0
1845,2006,25.6821,0.0
1845,2025,10.87,0.0
1845,1825,23.8975,0.0
515,514,16.5915,0.0
1846,1476,52.9205,0.0
514,4713,34.3098,0.0
514,118,21.2181,0.0
514,515,35.198,0.0
6898,6897,18.7608,0.0
2966,2961,18.276,0.0
2966,2274,36.3082,0.0
2966,4397,31.0418,0.0
1830,1839,41.7305,0.0
1830,867,46.6023,0.0
1830,1817,34.2936,0.0
1830,3045,34.843,0.0
522,503,10.7727,0.0
522,6409,32.5366,0.0
522,443,7.14211,0.0
6897,6898,61.7828,0.0
6897,6929,15.4614,0.0
6897,6989,5.39838,0.0
2965,5209,15.5021,0.0
2965,2434,21.3465,0.0
2965,5208,19.8188,0.0
2965,2440,27.5468,0.0
2965,2855,65.6086,0.0
2965,5532,37.9323,0.0
1831,3000,71.4331,0.0
1831,2015,35.1778,0.0
1831,2037,128.954,0.0
1831,1152,42.3626,0.0
1831,1150,22.6114,0.0
521,7051,2.99782,0.0
521,436,19.6638,0.0
521,28,48.487,0.0
2964,2974,40.0002,0.0
2964,5347,33.0677,0.0
2964,2478,24.4364,0.0
1832,1833,45.2098,0.0
1832,2806,33.1963,0.0
1832,439,37.95,0.0
524,477,93402.6,0.0
524,3391,16174.1,0.0
6899,6941,32.1399,0.0
6899,6944,12.9425,0.0
6899,6892,7.07402,0.0
2963,2313,11.0895,0.0
2963,2772,19.2265,0.0
1833,1832,17.9168,0.0
1833,592,63.8078,0.0
1833,438,14.9033,0.0
523,6841,13.2471,0.0
523,465,37.2906,0.0
523,7121,70.6543,0.0
523,527,40.2692,0.0
2962,2914,17.0872,0.0
2962,2970,25.0705,0.0
2962,2421,21.0135,0.0
2962,2742,99.9028,0.0
2961,2966,18.276,0.0
2961,4660,25.5979,0.0
2961,2364,27.7473,0.0
2960,4705,6.58461,0.0
2960,4126,84.52,0.0
2960,2408,16.7361,0.0
520,453,32.0184,0.0
520,467,12.5513,0.0
520,7107,72.4636,0.0
1838,1856,13.2599,0.0
1838,1464,12.1119,0.0
1838,1348,35.3605,0.0
1839,3022,49.9732,0.0
1839,1830,54.8387,0.0
1839,997,31.9131,0.0
1839,151,52.4568,0.0
529,3561,24.5255,0.0
529,3591,42.4556,0.0
529,502,39.7953,0.0
529,525,40.9579,0.0
1834,1377,3.43475,0.0
1834,1454,13.1648,0.0
1834,1772,6.40988,0.0
526,6830,6.881,0.0
526,451,11.9562,0.0
526,574,21.814,0.0
2969,2780,32.3477,0.0
2969,2858,9.20609,0.0
2969,2313,19.4454,0.0
1835,1869,8.30996,0.0
1835,1325,28.1543,0.0
1835,1326,23.6421,0.0
525,529,23.791,0.0
525,499,25.6591,0.0
525,6831,39.7474,0.0
525,6832,29.4244,0.0
2968,3777,85.7971,0.0
2968,2748,64.7525,0.0
1836,462,53.0294,0.0
1836,560,24.5682,0.0
1836,2352,16.7489,0.0
528,7005,14.1716,0.0
528,406,11.503,0.0
528,575,6.29946,0.0
2967,2901,18.809,0.0
2967,2959,24.984,0.0
2967,4819,24.3808,0.0
1837,1468,12.6333,0.0
1837,1471,34.1066,0.0
1837,1777,13.1912,0.0
527,3619,78.7528,0.0
527,523,69.3261,0.0
527,3572,21.034,0.0
571,43,32.1615,0.0
571,7047,17.8288,0.0
571,99,58.9841,0.0
570,569,67.5063,0.0
570,7069,36.7094,0.0
570,424,76.6759,0.0
2992,2527,24.6603,0.0
2992,2525,10.1883,0.0
2992,3008,38.9155,0.0
574,6963,22.7798,0.0
574,6964,20.7518,0.0
574,369,33.1132,0.0
574,526,12.671,0.0
2993,3023,36.8148,0.0
2993,3097,65.437,0.0
2993,2504,11.5805,0.0
575,379,24.3714,0.0
575,7099,4.87238,0.0
575,528,15.8955,0.0
2994,5396,166.608,0.0
2994,3112,12.0986,0.0
2994,2714,26.4205,0.0
572,92,6.89502,0.0
572,1797,13.1796,0.0
572,13,3.37788,0.0
2995,2688,39.2044,0.0
2995,3108,41.3593,0.0
2995,2996,6.72471,0.0
573,452,9.904,0.0
573,578,6.80225,0.0
573,450,11.0506,0.0
573,6985,17.3976,0.0
2996,2545,18.1975,0.0
2996,2995,23.5801,0.0
2996,3122,77.4011,0.0
578,6407,48.1939,0.0
578,573,8.93895,0.0
578,460,11.0539,0.0
2997,2599,2.19398,0.0
2997,2634,8.35265,0.0
2997,3056,66.9492,0.0
579,804,41.6298,0.0
579,68,12.341,0.0
579,584,18.3458,0.0
579,922,20.1613,0.0
2998,2665,18.94,0.0
2998,3082,32.3513,0.0
2998,3338,37.8239,0.0
2998,2575,9.78927,0.0
576,432,5.80143,0.0
576,6852,31.5642,0.0
576,577,15.4543,0.0
2999,3084,26.6214,0.0
2999,2665,37.3457,0.0
2999,3082,60.6278,0.0
2999,2524,47.1845,0.0
577,576,15.4543,0.0
2991,2571,85.3361,0.0
2991,3002,72.8646,0.0
2991,3560,41.2073,0.0
580,133,30.021,0.0
580,199,42.6519,0.0
580,546,30.5638,0.0
580,801,25.8901,0.0
2990,2696,58.1188,0.0
2990,2689,20.6702,0.0
2990,3192,34.5199,0.0
2990,2716,21.9042,0.0
582,583,14.3208,0.0
582,1491,11.0493,0.0
582,1866,30.2184,0.0
581,1030,36.699,0.0
581,160,51.1171,0.0
581,536,27.6731,0.0
581,60,30.3123,0.0
2989,2605,27.464,0.0
2989,3005,4.04841,0.0
2989,2986,69.173,0.0
2983,2580,19.6639,0.0
2983,3086,8.84979,0.0
2983,3025,3.38617,0.0
583,676,24.5157,0.0
583,1899,28.2472,0.0
583,582,14.3208,0.0
2984,3149,34.5212,0.0
2984,3068,11.5878,0.0
2984,2985,3.2291,0.0
584,909,27.3148,0.0
584,64,6.61918,0.0
584,52,21.1942,0.0
584,579,13.9605,0.0
2981,3030,35.3758,0.0
2981,2980,57.2213,0.0
2981,3329,66.0256,0.0
585,1510,78.0228,0.0
585,1462,97.9118,0.0
585,587,46.4445,0.0
585,563,22.6999,0.0
2982,2615,8.50183,0.0
2982,2636,16.6255,0.0
2982,3052,65.5868,0.0
2982,3057,24.0134,0.0
586,475,16.7618,0.0
586,589,101.614,0.0
586,7149,9.56283,0.0
2987,3078,11.2636,0.0
2987,2500,39.3567,0.0
2987,2693,66.4233,0.0
587,585,46.4445,0.0
587,664,77.3246,0.0
587,564,42.9803,0.0
587,1165,57.182,0.0
2988,2687,8.14355,0.0
2988,3004,6.87439,0.0
588,2210,47.7912,0.0
588,966,41.0783,0.0
588,105,30.0353,0.0
588,101,59.9931,0.0
2985,2550,46.5313,0.0
2985,2705,14.3737,0.0
2985,2984,3.2291,0.0
589,586,101.614,0.0
589,166,21.042,0.0
589,2048,4.39832,0.0
2986,2989,69.173,0.0
2986,2696,12.0663,0.0
2986,3141,22.2267,0.0
1809,1805,66.884,0.0
1809,5156,82.9743,0.0
1809,1878,71.324,0.0
1809,1578,227.89,0.0
1808,1807,150.355,0.0
1808,2035,27.2844,0.0
1808,2105,51.761,0.0
1807,1808,150.355,0.0
1807,1410,40.2532,0.0
1807,1153,29.3605,0.0
1806,1805,621.599,0.0
1806,5607,20.3955,0.0
1806,5351,79988.8,0.0
1805,1806,167.724,0.0
1805,1531,284.123,0.0
1805,1809,18.0471,0.0
1804,2064,41.3124,0.0
1804,1753,9.0363,0.0
1804,1759,9.42364,0.0
1803,1802,14.4185,0.0
1803,2150,32.3035,0.0
1803,1824,12.2073,0.0
1802,1803,53.4361,0.0
1802,1473,19.3915,0.0
1802,849,8.80221,0.0
558,559,13.0288,0.0
558,1774,23.4036,0.0
558,567,21.711,0.0
558,1776,12.2118,0.0
1801,2142,6.65492,0.0
1801,1399,16.0703,0.0
1801,2074,29.4932,0.0
1801,1872,10.5835,0.0
559,558,22.4299,0.0
559,1489,41.5936,0.0
559,636,24.164,0.0
559,613,30.8408,0.0
1800,116,47.1974,0.0
1800,153,36.9346,0.0
1800,2395,13.7425,0.0
1800,2353,55.5568,0.0
556,600,84.5983,0.0
556,7208,6.61488,0.0
556,557,10.5543,0.0
557,556,30.9382,0.0
557,562,5.82661,0.0
554,670,38.7821,0.0
554,5172,62.0345,0.0
554,549,61.9976,0.0
554,1493,82.4495,0.0
555,287,10.9896,0.0
555,6796,71.9158,0.0
555,254,49.5261,0.0
552,3227,14.9677,0.0
552,3290,26.6258,0.0
552,87,50.2826,0.0
553,5589,26.2013,0.0
553,175,8.98949,0.0
553,38,37.2695,0.0
550,638,11.0496,0.0
550,670,45.3544,0.0
550,549,25.1505,0.0
550,667,40.7929,0.0
551,162,51.7948,0.0
551,5917,39.9499,0.0
551,473,60.0813,0.0
551,607,27.4736,0.0
560,463,18.4006,0.0
560,561,21.8911,0.0
560,1836,80.9076,0.0
560,1757,68.468,0.0
569,2471,53.1034,0.0
569,570,39.2121,0.0
569,1791,50.3148,0.0
565,4178,44.857,0.0
565,566,64.5164,0.0
565,7161,45.1183,0.0
565,478,23.4283,0.0
566,762,18.889,0.0
566,565,49.0949,0.0
566,1460,48.9945,0.0
567,658,5.11252,0.0
567,635,8.93055,0.0
567,558,28.5307,0.0
568,116,23.6046,0.0
568,812,22.896,0.0
568,993,9.98158,0.0
561,560,55.2381,0.0
561,785,48.6015,0.0
561,604,19.0983,0.0
561,1758,61.7868,0.0
562,4080,19.3349,0.0
562,186,31.7157,0.0
562,557,27.4536,0.0
563,585,79.5969,0.0
563,1404,129.414,0.0
563,564,41.2435,0.0
564,537,42.0247,0.0
564,587,42.9803,0.0
564,563,19.4412,0.0
1894,542,33.1895,0.0
1894,1899,5.06208,0.0
1894,1866,5.84373,0.0
1895,677,49.942,0.0
1895,5892,81.1927,0.0
1895,1154,64.4856,0.0
1892,3030,23.9271,0.0
1892,1811,39.6044,0.0
1892,3028,63.031,0.0
1893,2598,43.4529,0.0
1893,2596,30.6123,0.0
1893,1828,34.665,0.0
1898,531,3.5973,0.0
1898,1890,3.1364,0.0
1898,606,39.1424,0.0
1899,1894,5.06208,0.0
1899,672,22.0044,0.0
1899,583,28.2472,0.0
1896,716,6.79245,0.0
1896,1875,5.25341,0.0
1896,1887,14.1576,0.0
1897,542,9.85436,0.0
1897,675,29.9973,0.0
1897,5662,41.1081,0.0
6801,6463,37.3969,0.0
6801,6441,46.7391,0.0
6801,377,33.3546,0.0
6800,6828,10.1074,0.0
6800,6799,163.236,0.0
6800,6885,94.797,0.0
6803,6828,94.0711,0.0
6803,6802,19.1738,0.0
6803,4074,143.102,0.0
6802,6803,7.59866,0.0
6802,6913,17.8738,0.0
6805,3971,19.9233,0.0
6805,7090,14.7503,0.0
6805,6757,43.6372,0.0
6804,6907,11.7029,0.0
6804,6836,17.0536,0.0
6804,259,51.327,0.0
6807,6811,32.4974,0.0
6807,4600,11.9651,0.0
6807,7108,11.4385,0.0
6807,6806,46.5569,0.0
6806,6812,7.32361,0.0
6806,6807,11.9554,0.0
6806,6808,33.4862,0.0
6809,7021,8.49431,0.0
6809,7024,7.64541,0.0
6809,6414,41.3256,0.0
6809,7010,12.8097,0.0
6808,7108,13.8145,0.0
6808,6642,36.4182,0.0
6808,6806,8.22226,0.0
6808,6632,28.6,0.0
6812,6811,9.55779,0.0
6812,6873,37.1195,0.0
6812,6806,24.118,0.0
6811,6812,38.9253,0.0
6811,7002,12.3644,0.0
6811,6807,8.34505,0.0
6810,6830,33.0828,0.0
6810,6782,21.3156,0.0
6810,6455,13.9931,0.0
6810,6846,15.9346,0.0
6816,4012,21.6279,0.0
6816,4613,24.3091,0.0
6816,6815,44.0741,0.0
6816,7056,22.2682,0.0
6815,7023,21.3559,0.0
6815,6816,12.5693,0.0
6815,6667,30.1583,0.0
6814,6626,21.3668,0.0
6814,3965,32.2482,0.0
6814,7187,48.7919,0.0
6813,6798,15.3948,0.0
6819,3571,146.017,0.0
6819,6496,23.0384,0.0
6819,6834,11.4961,0.0
6818,289,23.6263,0.0
6818,6839,13.5716,0.0
6818,4948,5.30198,0.0
6817,219,22.4346,0.0
6817,7076,22.4806,0.0
6817,6858,57.3673,0.0
2914,2913,27.399,0.0
2914,2962,29.4168,0.0
2914,6566,26.1765,0.0
1868,1995,41.7509,0.0
1868,3048,40.8786,0.0
1868,1448,45.7996,0.0
1868,1900,53.0225,0.0
1868,1354,73.0239,0.0
2915,2886,32.3865,0.0
2915,5677,28.7586,0.0
2915,3060,13.0412,0.0
2915,5577,16.1462,0.0
1867,3732,340.513,0.0
1867,1850,282.973,0.0
1867,3780,29.4789,0.0
2912,2790,74.1139,0.0
2912,1934,63.1446,0.0
2912,3803,34.0498,0.0
2913,2405,7.94299,0.0
2913,2914,69.1362,0.0
2913,2731,20.2581,0.0
1869,1784,16.3859,0.0
1869,2059,13.2127,0.0
1869,1835,8.30996,0.0
6828,6800,47.6235,0.0
6828,6803,19.9652,0.0
6828,6827,41.4408,0.0
2918,2396,10.93,0.0
2918,3060,14.3254,0.0
2918,2917,24.8415,0.0
6829,6571,16.7954,0.0
6829,6572,23.5434,0.0
6829,6832,20.2816,0.0
2919,5077,38.7024,0.0
2919,2494,30.0707,0.0
2919,2920,27.8132,0.0
2916,6542,39.4561,0.0
2916,6541,13.4066,0.0
2916,6960,14.3944,0.0
2916,2757,44.6128,0.0
2917,2918,18.9036,0.0
2917,5104,32.0439,0.0
2917,5577,7.0807,0.0
6824,7021,10.2067,0.0
6824,312,57.1517,0.0
6824,6591,56.8198,0.0
1860,1765,20.7929,0.0
1860,720,83.2553,0.0
1860,680,72.6572,0.0
6825,6704,10.1769,0.0
6825,4598,25.4185,0.0
6825,6791,13.0209,0.0
6826,6593,35.4114,0.0
1862,1862,64.7701,0.0
1862,1829,11.704,0.0
6827,6828,8.79518,0.0
6827,6481,55.873,0.0
6827,6913,22.3256,0.0
1861,1767,9.9845,0.0
1861,2509,18.7298,0.0
1861,1829,47.4637,0.0
6820,5959,30.4957,0.0
2910,2889,22.0392,0.0
2910,1709,41.4637,0.0
2910,5003,56.2312,0.0
2910,2909,22.0506,0.0
1864,1370,18.283,0.0
1864,2030,26.5204,0.0
1864,2032,20.2753,0.0
1864,1828,46.7242,0.0
6821,6857,16.5051,0.0
6821,256,54.4318,0.0
2911,2757,0.821833,0.0
2911,2756,11.6639,0.0
1863,1890,33.2461,0.0
1863,1508,3.63743,0.0
6822,6664,28.9889,0.0
6822,6605,53.9053,0.0
6822,6823,18.3277,0.0
1866,1894,5.84373,0.0
1866,582,30.2184,0.0
1866,1497,7.19024,0.0
6823,7112,3.04226,0.0
6823,6938,46.8152,0.0
6823,4582,17.2242,0.0
6823,6822,71.3719,0.0
1865,1410,41729.1,0.0
1865,2526,39174.9,0.0
6830,6963,29.6202,0.0
6830,6810,15.5944,0.0
6830,526,11.8461,0.0
2901,505,56.6895,0.0
2901,4096,62.5522,0.0
2901,2884,27.1129,0.0
2901,4222,12.5721,0.0
2901,4667,9.27093,0.0
2901,2967,82.8591,0.0
1859,1877,18.7263,0.0
1859,1773,6.36383,0.0
1859,1873,18.5063,0.0
505,2901,249.733,0.0
505,506,265.046,0.0
505,813,86.5052,0.0
505,2884,161.09,0.0
2902,2445,8.94561,0.0
2902,4177,25.9403,0.0
2902,2795,30.3242,0.0
1858,1765,12.6687,0.0
1858,1440,23.2221,0.0
1858,720,39.1264,0.0
506,5253,167.791,0.0
506,505,265.046,0.0
506,5454,208.672,0.0
2903,3469,3.32425,0.0
2903,2828,7.87067,0.0
2903,2813,42.0193,0.0
1857,988,28.8751,0.0
503,522,18.546,0.0
503,6510,68.491,0.0
503,486,23.6832,0.0
2904,3542,129.66,0.0
2904,1964,12.5123,0.0
2904,3539,316.003,0.0
1856,1764,50.0169,0.0
1856,1838,28.1302,0.0
1856,2022,18.0302,0.0
504,6479,64.5229,0.0
504,6842,51.7683,0.0
504,383,10.3936,0.0
2905,987,35.2558,0.0
2905,5841,40.6002,0.0
2905,5680,19.1038,0.0
2905,2868,43.6313,0.0
509,854,91.1006,0.0
509,827,19.83,0.0
