ID,x,y
2931,266.48822,174.2168
1887,183.32408,285.3755
4702,263.3406,168.29419
6846,261.3084,486.13934
1882,27.673037,138.1471
6847,302.52933,484.76904
1881,28.49258,141.84003
4700,462.77417,432.95227
6848,248.52065,485.44257
1884,299.53256,137.26453
6849,376.01706,208.24258
1883,301.12234,139.5639
1890,403.71475,283.2619
1891,320.0284,343.95096
6850,238.83986,485.07098
6852,214.8613,481.91226
6851,264.67944,483.32904
2927,271.21115,172.10321
2928,422.0682,168.59613
2929,440.63922,254.13678
2923,245.02924,257.4116
4716,394.1007,309.36774
2924,241.32315,255.29807
4717,390.94,309.0658
2925,418.82483,173.75226
1879,142.39763,131.99225
4718,435.3782,306.39484
2926,273.0272,254.85675
1878,80.35886,261.84775
4719,210.55034,310.59872
6855,344.43054,208.1961
1877,269.17606,137.9613
4712,290.27823,586.0103
6856,337.61017,208.24258
2920,470.17038,399.53033
1876,358.88205,283.95874
4713,155.11723,163.81158
6853,229.72769,487.23096
2921,298.50125,402.7587
1875,185.04874,284.8645
4714,398.43774,309.04257
6854,228.23076,482.81805
2922,455.47803,244.47485
1874,370.4862,137.91486
4715,274.6837,307.34708
6859,275.2436,483.3058
1873,266.63763,139.09937
1872,291.38498,139.51746
6857,365.67484,208.49808
1871,280.81067,137.729
4710,152.21187,169.17682
6858,284.19037,209.0787
1870,261.5652,137.65936
4711,433.49832,304.07227
1880,273.87863,284.72516
6863,491.90643,421.61807
6862,157.40038,423.03482
6861,337.32007,484.6529
6860,334.32187,208.10324
4616,281.50113,529.9897
4615,115.92853,417.43744
4614,117.24125,418.5058
4613,400.06958,528.82837
4612,262.38327,413.76773
4611,454.38873,528.6426
4610,290.70032,417.25162
4619,117.70976,415.1613
4618,379.85947,414.67355
4617,281.80426,525.5768
4603,182.02876,410.42325
4602,273.85687,529.2929
4605,232.20082,416.83353
4604,308.22842,412.1884
4601,258.46396,413.25677
4600,233.73402,529.59485
4607,325.51718,529.66455
4606,402.67328,406.73032
4609,466.9154,528.43353
4608,473.57764,523.99744
4640,211.19438,310.01804
4641,218.25842,303.77036
4634,217.2677,416.2529
4633,211.73833,313.59482
4632,407.54703,318.91354
4631,408.62332,317.0787
4638,203.86055,411.58453
4637,207.06474,416.39227
4636,288.19818,167.8761
4635,481.84854,301.26193
4639,484.65674,301.3316
4630,373.1958,308.3226
4621,104.56805,405.73163
4620,254.58961,412.74582
4623,323.8926,410.26065
4622,122.1295,415.13806
4625,307.28992,524.57806
4624,430.04608,527.76
4627,395.2771,406.24258
4626,342.30698,528.1084
4629,214.4798,529.59485
4628,234.18513,410.07486
4663,164.91116,168.75873
4662,322.9962,587.58966
4661,301.2688,167.71356
4660,404.14413,162.48773
4659,306.72424,435.80902
4657,293.28806,435.04257
4658,232.51414,435.76257
4655,287.42648,438.3871
4656,481.31036,414.02322
4653,314.22052,436.2039
4654,315.74936,411.3987
4650,464.7411,438.27097
4652,337.29977,437.50452
4651,468.90695,438.5729
4646,392.94177,433.92773
4647,318.19785,587.311
4648,344.22455,439.50195
4649,345.42267,429.63095
4642,387.41672,405.73163
4643,472.5594,306.1858
4644,442.6279,414.60388
4645,438.80286,408.96
4681,380.4034,405.24387
4680,273.9004,168.17804
4685,277.67322,415.20773
4684,194.68166,590.4232
4683,197.66682,584.5703
4682,468.26294,298.6142
4677,262.77347,308.13675
4678,373.36844,414.2555
4675,429.3063,307.50967
4676,459.92825,412.9316
4679,274.5894,168.68903
4670,143.54208,163.74194
4672,223.14523,168.0387
4671,373.45255,304.35098
4674,455.35037,412.8155
4673,373.3713,305.69806
4664,132.06267,169.01416
4665,305.06485,301.4245
4666,266.92194,587.1251
4667,185.44328,168.45679
4668,379.67383,305.4658
4669,439.4309,587.6129
4698,280.3146,436.18063
4697,426.37622,411.81677
4699,279.77646,439.5484
4689,256.31863,431.46582
4688,251.13301,439.75742
4687,248.24649,437.50452
4686,480.92456,410.37677
4695,275.3741,411.46838
4696,225.78662,440.03613
4693,237.99275,437.1329
4694,462.77997,438.08514
4691,228.84286,439.9432
4692,229.15909,439.78064
4690,228.16112,438.59613
595,374.89148,282.1471
594,188.85635,389.19482
597,301.15277,154.82324
596,374.36636,279.7316
599,445.2722,277.06064
598,444.42798,281.6361
590,257.3572,282.24002
591,257.92438,283.42453
592,463.97372,386.96518
593,424.37018,281.58966
6770,262.7256,206.17548
6771,308.05582,486.76645
6774,435.22586,245.4271
6775,435.1693,245.12515
6772,365.392,487.25418
6773,427.45834,245.3342
1728,416.44162,340.67612
1729,408.83362,340.88516
2858,230.36737,169.10712
1726,334.34073,344.87997
2857,100.890976,399.83228
1727,329.17252,344.50836
1724,325.85373,550.68384
2859,469.38422,330.47998
1725,270.8195,558.3484
6768,257.02792,206.45416
2854,228.36421,173.58972
1722,265.86307,558.1626
6767,251.87134,485.79095
2853,225.87946,172.5213
1723,263.20715,544.27356
6766,250.66016,488.11353
2856,472.497,326.71744
1720,254.04132,391.63354
6765,249.2807,485.97678
2855,260.05807,252.51096
1721,389.24582,550.21936
2850,421.79114,327.3445
2852,110.50213,401.87613
6769,289.6995,206.12903
2851,108.37711,403.36258
6780,366.61334,204.64258
6781,337.3462,486.60388
6782,254.4083,485.76776
6783,230.52113,487.04517
6784,285.6482,536.5858
6785,281.80862,535.79614
6786,287.8225,532.1961
1717,253.4727,393.9097
409,272.20618,478.93936
1718,256.27368,392.1445
408,304.0161,478.68387
1719,206.53966,558.1858
2849,434.0321,253.18451
1713,341.99075,393.30582
405,311.21796,473.78323
2848,258.3566,401.04
1714,303.15308,393.7471
404,310.17502,478.7768
2847,263.99768,401.99225
1715,302.22617,390.91354
407,243.84125,473.34192
2846,427.0638,329.43484
1716,251.529,391.3084
406,240.00607,479.19482
6777,299.87198,483.7471
2845,289.1207,251.34967
401,231.08682,479.38065
6776,340.89703,484.51355
2844,105.20193,401.92258
1710,479.3333,392.0516
400,309.27136,154.4516
6779,440.09094,245.58966
2843,103.09721,403.33936
1711,482.28656,391.65677
403,300.912,473.01678
6778,242.56915,247.14581
2842,434.36572,254.83356
1712,330.2778,392.56256
402,300.75244,478.73032
2841,251.99898,400.29678
2840,251.71758,402.27097
6752,246.70892,246.23999
6753,274.93607,246.03098
6750,368.60635,204.92126
6751,211.20743,206.03613
2836,295.11426,172.98578
1704,336.6354,337.68
418,193.91869,387.10452
2835,132.50363,326.99612
1705,477.32578,341.8142
417,351.98193,381.11227
2838,282.6601,169.66455
1702,477.32867,344.9961
416,351.64832,385.8039
2837,296.86505,169.2232
1703,346.1842,335.2645
415,343.434,385.2929
1708,338.9664,393.14322
2839,295.8816,324.18582
1709,335.99866,392.95743
1706,427.34955,545.71356
1707,415.8092,556.4671
419,190.15022,380.7639
410,281.88406,479.05548
6749,367.591,204.78192
6748,279.2151,535.16907
2830,141.67963,249.30579
6747,451.66608,244.68384
6746,402.86185,204.54968
2832,230.03375,250.83871
1700,484.91635,344.9729
414,245.30193,378.58066
6745,272.64716,534.26324
2831,291.43573,168.57288
1701,485.0353,331.47873
413,248.05211,378.65033
6744,274.89255,537.5381
2834,231.2551,255.48389
412,226.54234,479.5432
6743,241.66112,437.71356
2833,286.1863,171.61548
411,282.96616,477.05804
6761,238.60052,486.95227
6762,235.16858,485.46582
6763,205.39955,538.16516
6764,202.93657,536.81805
6760,235.48482,487.83484
2827,460.45914,330.47998
427,389.21393,379.64902
2826,152.83412,255.55353
426,100.563156,384.15485
2825,265.8413,170.57031
429,415.00272,469.16132
2824,292.41776,323.97678
428,414.51242,478.289
2829,262.23822,171.94061
2828,459.59753,327.55356
6759,317.7308,535.63354
6758,452.44647,528.8516
421,99.166306,363.97162
420,228.48894,479.63614
6755,264.91153,534.9136
2823,342.40414,252.83615
423,267.05685,479.31097
6754,266.1227,537.6774
2822,213.50215,172.10321
422,110.68635,387.8013
6757,268.181,536.911
2821,349.1723,250.44388
425,100.51384,387.9871
6756,438.86234,204.13159
2820,201.98213,173.00903
424,112.939,386.5703
2897,384.00943,320.07483
435,357.88266,377.60516
2898,227.63313,167.99225
436,257.50806,379.27744
2899,392.60956,328.36646
433,209.31451,479.65936
434,357.2749,386.12903
2893,208.7024,400.64517
431,233.38156,479.7058
2894,340.60986,162.0
432,209.31451,479.65936
2895,459.3872,170.9187
2896,458.93753,169.73419
430,275.37994,479.3342
439,452.60892,384.75873
437,101.26666,388.38193
438,454.32343,385.50192
2892,209.82364,402.73547
2891,245.88358,400.25034
2890,324.8035,401.71353
2888,245.58333,402.5729
444,292.09863,476.68646
2889,329.91226,402.01547
445,99.800186,388.42838
2886,242.50967,402.7587
446,313.1834,479.35742
2887,242.82735,400.34323
447,314.23358,474.31744
2884,191.81252,172.96259
440,463.1281,383.92258
2885,451.51666,326.9729
441,427.99066,385.68774
2882,180.72038,327.13547
442,428.21405,382.18063
2883,171.89397,330.47998
443,292.42062,479.47357
448,261.82336,479.8916
449,228.41353,480.10065
6797,449.90952,206.01294
6796,460.92618,205.94324
6795,285.32614,246.95999
6794,262.96783,206.89545
6793,382.12085,206.17548
450,280.33926,479.7987
6792,262.60666,206.9884
6791,221.52354,535.21545
2881,258.40015,170.40771
6790,240.41513,247.35483
2880,258.184,172.56775
2871,347.14157,162.51099
453,200.50694,198.67352
2872,475.45316,323.58194
454,201.14082,155.35742
2873,351.10727,162.78967
451,260.63394,480.00775
2874,255.106,329.76
452,281.4808,479.91486
6789,428.69272,205.89679
2875,310.28235,165.27484
457,313.35745,189.89417
2876,262.32816,325.04517
458,222.33728,480.47226
6787,221.1145,537.0968
2877,250.67467,171.68518
455,208.06126,154.93939
6788,218.98222,536.5858
2878,449.98346,328.27356
456,312.5089,199.99744
2879,382.56036,328.5058
459,449.46854,192.84387
2870,475.35162,328.1574
461,274.46756,198.65033
460,282.56726,479.9613
2862,293.1024,398.9729
462,165.88156,388.4516
2863,305.74078,401.64386
463,172.16957,384.78195
2860,294.18448,401.5742
464,216.37274,199.74194
2861,286.97104,399.64645
465,422.30173,478.86966
6798,444.91245,205.31616
2866,452.26514,327.50708
466,422.87903,469.6258
6799,390.56143,535.98193
2867,262.22226,330.1084
467,209.4581,199.6258
2864,435.7698,399.3213
468,214.52188,200.85675
2865,450.9031,329.17935
469,222.35179,387.6387
2868,406.69702,171.0813
2869,303.77386,170.05933
1799,219.75826,392.37677
1797,100.80975,393.25934
1798,191.34546,392.84128
1795,222.85947,550.0103
1796,104.10678,392.4
1793,316.60226,391.8658
1794,308.47644,391.16904
1782,292.50333,141.93286
1783,290.4987,140.9342
1784,295.39856,136.6839
1785,219.85254,288.48776
1786,312.64526,137.54321
1787,318.87234,139.88904
1788,357.1661,285.0039
1789,218.08727,130.69159
1790,413.2229,558.3484
1792,287.23938,552.751
1791,119.52147,393.4916
1779,277.39905,141.44513
1773,269.53723,140.44647
1774,388.47995,282.42578
1771,109.937874,393.72388
1772,272.5224,141.81677
1777,255.27861,137.52002
1778,328.31525,287.23355
1775,273.47684,140.02838
1776,384.11823,282.9368
1781,280.89044,393.25934
1780,275.876,140.33032
6721,300.7684,636.6194
2811,467.73352,324.32516
1765,435.3187,284.6787
6722,298.94797,637.2929
2812,434.76315,250.02582
1764,311.33545,140.05164
6723,456.82123,362.13678
1767,426.81284,135.70837
6724,261.1445,366.06195
2810,464.61923,330.41034
1766,211.39166,288.06967
6725,308.29803,639.3368
1761,397.59067,285.42194
6726,124.93191,424.47482
1760,203.17155,287.67487
6727,239.9553,435.43744
1763,371.38556,140.37677
6728,264.0383,434.92645
1762,397.59067,285.42194
6729,472.497,432.90582
2819,215.92888,173.58972
2817,129.35309,401.50452
2818,278.9482,171.84778
2815,309.92554,400.1342
1769,108.353905,394.79227
2816,128.19559,402.61935
1768,388.48575,390.72775
2813,463.57486,329.50452
2814,316.38177,401.1329
1770,106.08385,392.98062
6731,209.72937,436.0413
6730,148.40714,423.31354
6734,422.4816,434.83356
1756,368.02325,138.82062
6735,308.53302,435.92517
1755,317.01712,391.35483
6732,245.1888,435.41418
2800,215.44876,400.36646
1754,281.60123,285.25937
6733,246.61465,436.1574
2801,113.33499,257.1329
1753,217.67967,140.88776
6738,433.52878,435.53033
1752,216.75278,142.60645
6739,473.91995,435.20517
1751,325.4693,392.28387
6736,261.32004,436.34323
1750,487.84497,390.89032
6737,354.08664,435.92517
2806,446.7372,398.9729
2807,448.16162,400.1342
2808,312.84833,166.99353
2809,284.9606,251.04773
2802,138.15196,370.33548
2803,158.54773,402.43356
1759,213.99098,141.84003
2804,306.29633,172.4516
1758,183.78679,391.35483
2805,411.02103,326.76385
1757,178.59827,393.51483
6742,168.7623,435.01935
6741,486.17395,424.38196
6740,493.7399,432.6271
6703,194.29146,536.7019
6704,222.35179,537.6077
6705,311.1077,634.87744
1741,188.2457,558.8594
6706,389.49387,538.1187
1740,294.99677,549.9407
1743,407.138,550.8929
6700,395.67596,634.11096
1742,409.24414,557.5587
6701,290.39426,634.9471
1745,413.30127,560.7174
6702,277.00162,540.6968
1744,414.3877,559.06836
1747,290.5843,392.1213
1746,285.64673,392.72516
1749,485.64307,391.19226
1748,197.8728,393.42194
6707,204.4248,420.36386
6708,462.22006,420.1316
6709,299.2265,425.10193
6716,261.468,364.38968
1730,259.64612,392.8645
6717,263.64087,363.92517
6714,308.37494,637.43225
6715,409.34277,636.3639
6712,232.8057,423.3832
1734,102.52426,393.46838
6713,341.11462,637.71094
1733,102.22546,395.48904
6710,314.96753,422.96515
1732,210.28201,345.11224
6711,226.81215,424.8
1731,265.07977,394.07227
1738,185.13722,551.6129
1737,329.11447,334.28903
1736,271.29526,394.02582
1735,422.2553,340.44388
6718,293.13577,637.52515
6719,291.82886,636.271
1739,267.14822,558.5342
6720,489.3854,362.48517
4520,365.80975,598.97034
35,269.2094,387.8013
36,276.40836,202.15741
33,254.68245,389.17163
34,260.12625,197.60516
39,285.54663,151.15356
37,278.23456,198.88257
38,284.68213,152.80255
4519,207.52312,511.4787
4518,209.2768,506.53162
43,237.84915,381.7858
42,237.79257,389.2645
41,312.11145,94.83099
40,311.03226,95.10968
4513,302.59027,601.96643
4512,275.23343,602.2684
4511,178.02098,506.29935
4510,437.9282,600.7355
4517,457.08667,507.11224
4516,444.383,600.7355
4515,415.65836,598.20386
4514,419.5182,601.06067
22,235.09605,581.55096
23,227.89279,580.34326
24,242.09628,95.550964
25,241.98604,88.606445
26,198.11359,95.89935
27,196.21631,95.89935
28,260.35977,388.08002
29,265.67596,389.0787
4508,360.58206,599.5045
4507,321.87494,600.7355
4509,361.57858,600.8516
30,254.09933,202.27356
32,255.38594,386.8258
31,248.1435,194.33032
4500,364.74072,440.9187
4502,441.5719,598.64514
4501,443.32266,599.9226
4504,294.95905,601.1303
4503,224.85829,601.43225
4506,352.6216,600.3639
4505,286.38214,600.17804
19,432.49597,387.94064
17,283.7088,580.2271
18,318.66202,580.08777
15,285.57275,583.43225
16,96.558266,386.89548
13,99.81759,389.31097
14,291.52133,578.92645
11,312.85123,582.82837
12,97.6331,390.63483
21,233.32208,584.03613
20,430.25638,385.8039
10,368.1465,386.80258
79,238.03482,389.72903
78,238.42937,389.75226
77,261.90604,152.22192
4560,235.78796,414.16257
4564,240.09746,530.94196
4563,224.92792,529.87354
4562,410.4365,407.31097
4561,231.5887,530.77936
4556,264.50537,414.04645
4557,233.2307,417.27484
4554,261.8988,417.43744
4555,321.44412,528.99097
4558,254.50404,529.52515
4559,255.03058,530.2684
82,104.613014,390.7742
83,396.4636,388.7071
80,108.455444,389.0787
81,106.19118,390.93677
86,224.43037,202.04126
87,223.86903,201.87872
84,397.03802,380.16
85,237.53584,389.65936
67,290.14767,202.27356
66,439.81387,146.9729
69,216.80644,153.10455
68,286.47354,201.20514
4551,204.15646,531.0813
4550,313.87964,530.3381
4553,323.7374,530.2219
4552,258.34357,530.7329
4543,128.75403,418.59872
4544,130.60345,416.48517
4545,118.44953,409.28516
4546,231.80774,530.43097
4547,317.97156,412.86194
4548,313.39374,415.41678
4549,247.71559,415.55612
70,334.15356,94.97034
71,336.75436,92.43872
72,212.52597,151.4555
73,309.99515,93.15869
74,258.63077,153.10455
75,257.77786,151.73419
76,432.90356,149.6903
59,344.89468,201.80902
58,206.30467,95.50452
57,207.57823,151.36261
56,211.64839,153.35999
55,275.62506,200.74066
4542,459.02747,498.03094
4541,267.2773,508.4129
4540,262.86774,600.82837
1699,476.71222,332.15228
4538,448.121,505.5329
1698,247.53574,553.5871
4539,454.9399,504.88257
4536,404.01355,599.55096
4537,366.89474,600.24774
1695,396.00235,553.91223
4534,223.97202,510.52643
1694,181.88806,552.24
4535,234.71748,600.5264
1697,248.80493,559.30066
4532,282.6151,508.6916
1696,331.79068,557.8142
4533,478.70523,497.68256
64,290.2405,200.9497
65,440.13007,151.66449
62,236.61331,95.73682
63,229.22725,93.298035
60,345.56482,192.44904
61,212.76819,153.40643
49,280.16956,388.91614
48,295.62338,86.33032
45,300.5885,199.13806
44,300.3318,201.92517
47,303.23138,95.15613
46,279.8519,151.711
4531,275.3045,508.87744
4530,398.049,598.87744
4525,290.5524,510.1084
4526,232.37633,506.92645
4527,229.37666,504.0
4528,278.90613,598.87744
4521,257.51678,507.0658
4522,217.72752,508.6684
4523,212.51436,509.20258
4524,174.80807,506.74066
51,293.4868,202.11096
52,293.56946,198.95227
53,308.7013,93.181885
54,283.68854,385.0142
4529,359.9047,598.34326
50,278.99606,384.89807
487,342.66522,479.58966
4599,254.15735,416.43872
486,285.7961,480.0774
4598,223.83858,529.78064
485,226.81938,480.63483
484,162.68462,384.08517
489,297.81512,195.86322
488,343.76907,462.03098
482,363.07407,377.95355
483,359.17944,153.94067
480,309.88202,193.09937
481,378.85428,141.21289
474,162.52216,154.98578
473,368.71225,378.3484
4589,152.53677,417.62323
476,464.01144,192.1239
4588,219.00833,414.16257
475,163.43889,155.28778
4587,221.81075,417.01938
478,378.18558,153.73163
477,469.20285,198.39484
479,431.5053,385.89676
4592,386.84085,415.11484
4593,394.6635,415.64905
4590,154.94899,415.37033
4591,149.74887,416.22968
4596,296.0281,414.04645
470,223.21194,381.4374
4597,224.27228,412.60645
471,212.87988,386.3613
4594,298.4171,416.39227
472,344.76993,386.8258
4595,301.11218,412.35098
2788,435.6683,254.50836
2787,396.43167,324.99872
2789,436.96503,254.1832
2784,479.14767,323.46582
4577,421.55762,527.45807
2783,479.15778,330.1084
4576,209.63942,412.51355
2786,368.39166,252.20901
4579,216.23785,414.3716
2785,398.49866,156.61163
4578,420.59158,529.68774
2790,287.8936,323.6981
4583,240.7473,414.76645
2791,448.26315,168.92126
4584,129.51991,419.3187
2792,478.05685,329.55096
4585,193.00195,412.95483
2793,264.78387,173.21802
4586,200.67232,415.0684
