ID,x,y
10898,428.6093,574.33936
10899,252.8519,575.9187
1728,322.12152,148.97034
1729,321.0155,148.64517
1726,390.32135,146.53162
2858,409.73007,191.51999
1727,185.16406,149.67871
2857,374.7776,194.78323
1724,319.46417,148.62195
1725,317.13025,147.1355
2859,407.98074,194.6903
1722,396.49042,148.13419
2854,380.96262,194.74838
6768,282.73627,382.4013
1723,392.72778,141.32901
2853,405.15442,194.4813
6767,285.2464,383.31873
1720,215.0194,149.58582
2856,378.1196,192.99484
6766,285.75842,384.81677
1721,135.44746,150.35226
2855,378.34515,193.29675
6765,313.19864,384.27097
2850,391.7146,194.26065
2852,405.26102,193.30838
6769,208.4986,381.07742
2851,384.27124,193.13419
6780,319.70496,384.85162
6781,182.63727,384.86322
6782,178.68387,384.1084
6783,96.51185,386.47742
6784,328.9803,384.95612
6785,326.85748,380.94968
6786,324.1015,385.0374
1717,293.18506,147.58838
409,277.01538,82.40518
1718,289.91632,148.4129
408,354.78577,83.51999
1719,218.43683,148.6684
2849,370.59283,194.49292
1713,307.21014,148.12259
405,218.16122,83.2413
2848,372.66635,192.27484
1714,132.75891,141.24774
404,405.3241,83.40387
2847,281.58527,194.2142
1715,132.04091,149.8529
407,209.46393,82.79999
2846,402.54782,194.24905
1716,324.87967,148.4245
406,213.02783,85.15741
6777,104.39688,386.1871
2845,403.90552,193.18066
401,268.56177,77.15613
6776,462.78363,382.68
2844,193.45016,190.74194
1710,299.35486,148.3316
400,404.22244,77.99228
6779,323.74323,380.94968
2843,333.73077,193.08774
1711,310.41364,147.71616
403,408.7611,78.46835
6778,102.05139,385.4671
2842,335.45544,193.26193
1712,308.40613,147.34451
402,215.25003,81.84775
2841,337.0401,193.35483
2840,263.82797,194.16776
6752,304.31638,383.5161
6753,104.01758,383.6787
10870,381.90692,572.098
6750,436.19122,381.54193
10871,429.38245,569.9845
6751,309.04364,382.05292
10872,425.12732,572.1677
10873,266.69928,573.3987
10874,262.0308,568.9509
10875,342.15973,573.8516
10876,230.30136,574.39746
10877,254.3938,573.9678
10878,444.38303,569.9845
10879,412.26776,573.0155
2836,232.08624,194.71353
1704,337.55652,147.90192
418,210.24646,85.69159
2835,235.0888,191.48517
1705,402.70807,147.50708
417,337.67618,82.5213
2838,400.05365,194.01678
1702,339.76492,147.94836
416,340.56924,83.00903
2837,402.65442,193.07614
1703,338.81195,145.9974
415,270.1283,85.064545
1708,226.04337,131.02841
2839,267.9917,194.2026
1709,228.05234,146.05548
1706,399.41614,144.56903
1707,212.37221,148.48257
419,167.05069,83.03226
410,271.22272,84.73938
6749,444.48383,381.6116
6748,170.56964,382.63354
2830,398.93097,192.58838
6747,174.69058,383.40002
6746,293.1829,379.8697
2832,239.72903,195.14322
1700,330.77966,146.94968
414,270.269,85.45938
6745,297.12103,383.4348
2831,238.21033,191.55484
1701,326.58765,147.39093
413,51.075012,86.91098
6744,430.1991,381.92517
2834,237.06949,195.27097
412,270.66864,84.96002
6743,424.32666,381.92517
2833,363.7558,193.80774
411,202.89886,81.627106
10881,227.12689,574.76904
6761,291.18625,384.16644
10882,228.76236,575.4077
6762,287.31628,383.12128
6763,278.41513,383.0052
10880,228.94006,574.52515
6764,317.58356,382.91223
10885,284.5726,574.14197
10886,279.27383,572.73676
10883,247.7533,574.9897
10884,245.12642,574.0258
6760,98.087845,384.90967
10889,398.87582,573.6542
10887,445.61017,573.9678
10888,402.41147,571.32
2827,448.52136,193.06451
427,388.78458,83.75226
2826,446.87646,192.63483
426,270.37854,85.87744
2825,242.84258,191.14838
429,292.57147,85.12256
2824,246.14758,194.55096
428,295.5545,82.776764
2829,240.29037,194.01675
2828,242.40308,194.9458
6759,201.16766,384.87485
6758,202.55072,380.53162
421,351.28494,84.030975
420,37.546005,87.16644
6755,198.0766,381.2284
2823,448.76068,192.0658
423,360.57483,84.681274
6754,198.50087,380.32257
2822,449.77966,192.1355
422,363.38373,83.43869
6757,453.5909,381.98322
2821,212.45126,190.13806
425,270.91885,85.77292
6756,457.92725,382.19226
2820,218.75885,191.40387
424,271.47296,85.55228
10859,439.19885,571.54065
10858,440.8887,570.4955
10855,221.31612,572.2026
10854,228.01099,573.16644
10857,396.00745,571.65674
10856,398.5284,570.93677
10851,229.82416,572.9226
10850,233.55127,572.4464
10853,320.25977,572.5742
10852,324.269,569.0671
2897,292.01013,198.91742
435,313.25592,86.38837
2898,210.03613,198.52255
436,180.09378,86.26065
2899,205.74695,196.85031
433,267.15475,86.27228
434,263.90485,84.1355
2893,268.10486,198.58066
431,365.91492,85.62192
2894,265.67957,197.1755
432,334.74103,85.73804
2895,291.51117,195.36386
2896,288.85236,198.6387
430,368.56573,84.27484
439,225.57413,84.42581
437,175.06699,83.9613
438,210.53876,86.79483
10869,296.49152,573.6194
10868,336.95816,573.782
10867,341.8051,569.7755
10866,170.82928,573.50323
10865,175.59424,574.18835
10864,333.1607,573.5265
2892,276.35107,198.76645
10863,248.99785,572.64386
2891,279.45154,197.15225
10862,251.73209,573.5497
2890,203.58568,198.99869
10861,327.7887,573.1432
10860,331.83347,569.6129
2888,278.15405,195.50323
444,339.90997,85.95871
2889,273.91635,197.65161
445,199.2965,86.887726
2886,287.95447,195.90967
446,59.395203,88.223236
2887,283.9612,196.90839
447,54.164627,88.81549
2884,271.3025,197.40775
440,207.38458,86.87613
2885,237.96664,198.33676
441,204.1608,86.63226
2882,403.69226,195.71225
442,354.54138,84.70453
2883,402.44122,195.60773
443,341.8856,83.93808
448,242.55246,81.19742
449,174.04582,88.28131
10833,436.37686,569.6826
10832,439.66446,569.65936
10835,243.78323,570.6697
10834,246.37097,571.68
10837,419.04385,568.24255
10836,425.53638,567.56903
10839,179.6528,571.49414
10838,183.23051,571.83093
6797,274.41534,383.80646
6796,276.93777,385.49033
6795,210.54745,386.03613
6794,213.69653,383.52774
6793,342.02118,385.15356
450,261.10318,87.63098
6792,343.9678,382.94708
10831,229.17068,571.5987
6791,475.95288,382.9239
2881,405.0478,195.83997
10830,265.404,566.89545
6790,92.92907,385.26968
2880,240.03726,198.11612
2871,206.32498,195.74707
453,31.285557,89.00128
2872,433.87762,195.13162
454,255.8871,88.43228
2873,253.82156,195.48001
451,362.80283,86.37677
2874,262.25778,196.47873
452,238.78546,88.25806
6789,94.927155,386.54712
2875,259.55255,195.43353
457,244.40334,88.6413
2876,238.58746,196.5716
458,208.21066,88.269684
6787,341.10736,382.54065
2877,462.15192,195.8516
455,254.70203,85.55228
6788,338.8047,384.87482
2878,241.17883,196.68774
456,251.03802,85.598724
10829,269.9521,570.54193
2879,201.27136,196.37418
459,160.07875,88.002594
10846,297.74695,571.79614
10845,286.7027,569.9032
10844,291.9253,571.5871
10843,252.92006,571.26196
10849,408.87207,570.8207
10848,412.80154,568.77673
10847,296.3015,571.63354
10842,310.85242,571.80774
2870,422.82755,195.36386
10841,316.6603,570.53033
10840,456.48108,567.5807
461,191.9815,88.81546
460,250.48465,88.6297
2862,298.68835,193.37805
462,187.81198,86.44644
2863,295.1933,193.85419
463,211.02177,88.606445
2860,442.4248,193.34323
464,349.7786,85.749664
2861,437.78094,192.14713
465,344.62708,87.770325
6798,453.01215,383.8529
2866,272.4796,194.8529
466,350.74536,86.969055
6799,246.25275,382.55225
2867,321.18958,193.45935
467,349.239,88.687744
2864,416.71722,191.85678
468,368.7282,87.43356
2865,413.01114,194.96902
469,365.61612,88.188416
2868,464.2218,193.69162
2869,429.4129,192.46063
1799,186.40497,151.4671
1797,303.20383,151.61804
1798,301.58286,151.54837
1795,271.29672,151.18839
1796,269.28775,151.44388
1793,153.73853,145.62582
1794,152.30977,152.47742
1782,256.7197,150.05032
1783,136.65936,151.59485
1784,137.95831,151.78064
1785,259.68747,151.20001
1786,307.19348,151.2232
1787,305.1149,149.62064
1788,277.7102,151.20001
1789,167.76508,146.39227
1790,167.07462,145.85806
1792,433.0791,150.15482
1791,358.08063,147.0426
1779,302.11594,149.0516
1773,149.25569,152.08258
1774,252.58644,151.16516
1771,414.53638,149.34192
1772,148.42383,146.53159
1777,280.78528,149.59741
1778,309.11035,149.89935
1775,249.92184,151.01422
1776,286.27768,149.59741
1781,258.61627,149.43484
1780,298.7761,150.80515
6721,468.22522,379.2774
2811,229.3005,192.98322
1765,204.22464,149.53934
6722,412.5158,376.8968
2812,253.5271,192.21677
1764,205.95801,151.42065
6723,408.302,380.90323
1767,432.6055,149.21417
6724,101.24563,382.7613
2810,457.05115,191.77551
1766,202.04886,151.36258
6725,454.05508,380.58966
1761,269.38058,150.68903
6726,453.6997,380.68256
1760,146.10298,151.72256
6727,453.28918,380.7058
1763,264.48434,150.80518
6728,113.232735,383.14453
1762,267.63635,148.98193
6729,100.1367,383.95743
2819,246.32019,190.62582
2817,249.29886,192.6929
2818,248.48654,194.28387
2815,355.4915,193.09933
1769,444.12048,148.18063
2816,251.25558,194.04001
