startIntersectionID,endIntersectionID,cost,time
1844,1819,44.3708,0.0
512,513,57.401398,0.0
512,517,16.383774,0.0
6887,7035,51.3776,0.0
6887,6828,55.27225,0.0
6887,6843,46.06435,0.0
6887,6874,66.46695,0.0
6887,6859,39.513,0.0
2977,2893,32.77375,0.0
2977,2984,23.12765,0.0
1841,1842,56.630997,0.0
1841,1384,72.029495,0.0
1841,1385,81.41365,0.0
511,491,31.0766,0.0
511,517,64.14427,0.0
511,439,50.70675,0.0
1842,1857,11.044294,0.0
1842,1841,68.6393,0.0
1842,1811,35.6241,0.0
1842,2184,45.0906,0.0
6886,6955,35.04835,0.0
6886,6931,30.627998,0.0
6886,6885,36.5265,0.0
6886,6896,30.018051,0.0
2976,2966,13.4239,0.0
2976,2984,14.9758,0.0
2976,2969,10.36735,0.0
510,651,36.766098,0.0
510,498,51.292152,0.0
2971,2952,18.804914,0.0
2971,3093,64.9942,0.0
2971,3051,28.061749,0.0
1840,2116,59.5307,0.0
2970,2912,20.1996,0.0
2970,3093,33.16165,0.0
2970,2911,18.680601,0.0
2973,2825,87.897705,0.0
2973,2824,54.1612,0.0
2973,2980,29.52805,0.0
2973,3044,31.3449,0.0
2972,2951,57.8089,0.0
2972,2950,57.07025,0.0
2972,2980,24.4569,0.0
2972,3044,26.27375,0.0
1849,1880,21.03265,0.0
1849,1732,27.70465,0.0
1849,1731,14.291255,0.0
1849,1884,16.841295,0.0
519,509,50.269196,0.0
519,456,72.972046,0.0
519,508,55.07945,0.0
519,460,64.520645,0.0
518,505,30.4879,0.0
518,521,10.35803,0.0
518,596,29.087902,0.0
2979,2956,8.54714,0.0
2979,2978,17.27575,0.0
1847,1833,71.31175,0.0
1847,1851,12.738905,0.0
1847,2035,47.046997,0.0
517,595,24.721375,0.0
517,512,57.449448,0.0
517,560,13.501425,0.0
517,511,32.17125,0.0
2978,2901,18.6451,0.0
2978,2902,18.74905,0.0
2978,3040,27.53115,0.0
2978,2979,22.363676,0.0
1848,1766,33.336952,0.0
1848,1883,6.50583,0.0
516,595,66.703896,0.0
516,491,27.2137,0.0
516,560,55.483948,0.0
516,439,46.84385,0.0
1845,1763,36.483234,0.0
1845,1762,10.834385,0.0
1845,2025,55.4156,0.0
1845,1873,20.39885,0.0
515,582,34.32585,0.0
515,640,68.413246,0.0
515,489,39.39395,0.0
1846,1805,32.563248,0.0
1846,2025,50.0759,0.0
1846,1873,15.05915,0.0
1846,1828,40.0931,0.0
514,582,36.2353,0.0
514,400,115.559,0.0
514,640,70.3227,0.0
2966,2976,13.4239,0.0
2966,2954,13.40045,0.0
2966,3134,36.0223,0.0
6898,6789,34.488503,0.0
6898,7010,18.8185,0.0
6898,6790,36.0562,0.0
1830,1831,29.93925,0.0
1830,2071,43.05625,0.0
1830,1864,43.065147,0.0
1830,1631,21.551,0.0
1830,1630,63.002853,0.0
522,513,28.186699,0.0
522,608,42.0975,0.0
521,540,9.73583,0.0
521,645,16.392996,0.0
521,518,22.089645,0.0
6897,7010,14.127399,0.0
6897,6871,18.1776,0.0
6897,6872,19.272049,0.0
2965,2964,12.126005,0.0
2965,3058,24.4857,0.0
2965,3001,14.37335,0.0
2965,2945,40.598198,0.0
1831,1830,29.93925,0.0
1831,1807,25.9519,0.0
1831,2059,39.541748,0.0
2964,2965,10.007755,0.0
2964,2935,15.177405,0.0
1832,1967,50989.203,0.0
1832,1665,55207.203,0.0
524,501,11.00845,0.0
524,591,7.430235,0.0
1833,1578,64.4942,0.0
1833,2083,58.397247,0.0
1833,1579,68.85775,0.0
1833,1847,29.2154,0.0
6899,6801,30.238651,0.0
6899,6800,27.893951,0.0
6899,6799,26.2866,0.0
2963,2826,24.169449,0.0
523,440,48.484802,0.0
523,441,48.589203,0.0
523,608,30.6033,0.0
2962,2947,41.27465,0.0
2962,3029,58.33025,0.0
2962,2946,40.14095,0.0
2962,2967,81.893555,0.0
2961,2872,39.9018,0.0
2961,3029,35.74655,0.0
2961,2869,28.1725,0.0
2961,2870,38.64795,0.0
2961,2967,59.309853,0.0
520,470,148060.5,0.0
520,546,58609.047,0.0
520,487,58616.81,0.0
2960,2914,10.25083,0.0
2960,3038,37.73725,0.0
2960,3050,32.26475,0.0
2960,3120,40.14555,0.0
1838,1867,18.80655,0.0
1838,1980,29.8877,0.0
1838,1803,25.9077,0.0
1838,1801,20.613049,0.0
1838,1812,45.794598,0.0
529,530,9.921986,0.0
529,683,47.9293,0.0
529,526,51.034,0.0
1839,1867,13.31371,0.0
1839,1980,24.39486,0.0
1839,1876,21.52826,0.0
1839,1813,10.25596,0.0
526,462,71.22155,0.0
526,671,47.02645,0.0
526,472,45.62745,0.0
526,529,17.4099,0.0
526,461,40.41305,0.0
526,527,25.185299,0.0
1834,1572,91.4241,0.0
1834,1571,76.11375,0.0
1834,1939,24.3992,0.0
525,535,9.48526,0.0
525,565,18.8608,0.0
525,502,10.263055,0.0
2969,2976,10.36735,0.0
2969,3134,32.96575,0.0
2969,3017,15.51385,0.0
1835,1716,32.6073,0.0
1835,1924,40.60655,0.0
528,445,25.87275,0.0
528,530,35.85544,0.0
528,683,73.86275,0.0
2968,2953,14.246466,0.0
2968,2954,9.443665,0.0
2968,3017,14.613615,0.0
1836,1695,120.3779,0.0
1836,1939,55.0419,0.0
1836,1694,57.9567,0.0
2967,2962,63.17625,0.0
2967,2961,50.05815,0.0
527,651,44.4957,0.0
527,526,37.7064,0.0
1837,1799,28.174252,0.0
10950,11051,58.13125,0.0
10950,10870,37.7586,0.0
10950,10951,40.60895,0.0
571,570,51.470337,0.0
570,531,15.3395405,0.0
570,571,27.12715,0.0
570,615,30.21115,0.0
10952,11060,32.886906,0.0
10952,10957,18.472555,0.0
10952,10994,28.680946,0.0
10951,10913,26.18805,0.0
10951,10950,31.233952,0.0
10951,10965,23.94775,0.0
10954,11000,50.2995,0.0
10954,10877,15.6901,0.0
10953,10997,37.7707,0.0
10953,10911,38.28375,0.0
10953,11000,38.65475,0.0
10956,11063,58.8327,0.0
10956,10853,48.91195,0.0
10956,10852,31.657751,0.0
10956,10968,41.123947,0.0
10955,11006,19.763401,0.0
10955,10935,9.268335,0.0
10955,10936,7.423615,0.0
10955,10976,34.7656,0.0
10958,10915,12.43425,0.0
10958,10916,9.555759,0.0
10958,11001,49.17375,0.0
10958,11146,75.63255,0.0
10957,11063,44.42785,0.0
10957,10952,8.707495,0.0
10957,10968,26.7191,0.0
10959,10921,13.732796,0.0
10959,11001,69.33945,0.0
10959,11146,95.79825,0.0
2992,2907,36.5553,0.0
2992,3018,20.79195,0.0
574,594,97.00639,0.0
574,476,41.286278,0.0
574,475,64.1751,0.0
574,628,104.26275,0.0
2993,2990,24.630974,0.0
2993,3018,14.1223755,0.0
575,594,23.971796,0.0
575,549,78539.62,0.0
575,628,31.228146,0.0
2994,2927,25.750252,0.0
2994,2928,42.0322,0.0
2994,3012,21.6929,0.0
2994,3074,21.48375,0.0
572,554,16.21125,0.0
572,587,15.18815,0.0
572,553,23.96355,0.0
572,641,17.0956,0.0
2995,2953,37.2888,0.0
2995,3012,39.81575,0.0
2995,2954,32.486,0.0
2995,3074,39.606598,0.0
573,509,23.614948,0.0
573,508,28.425201,0.0
573,583,35.1869,0.0
2996,3034,14.5444,0.0
578,638,21.166,0.0
578,581,46.740402,0.0
2997,3034,41.212803,0.0
2997,2877,21.6432,0.0
579,144,138.94405,0.0
579,145,144.20334,0.0
579,638,141.41484,0.0
2998,3023,19.15365,0.0
2998,2936,25.29995,0.0
2998,3149,59.97135,0.0
2998,2937,28.48875,0.0
576,623,14.49415,0.0
576,535,13.41571,0.0
576,708,18.50065,0.0
2999,2838,57.624947,0.0
2999,3031,29.2583,0.0
2999,3005,40.422447,0.0
2999,3121,29.4889,0.0
577,544,134346.75,0.0
577,556,129324.7,0.0
580,824,132257.0,0.0
580,355,141430.0,0.0
580,581,79294.4,0.0
2991,3013,29.76715,0.0
2991,3010,13.7358,0.0
2991,2921,25.787949,0.0
2991,2922,29.6509,0.0
10963,10998,77.7198,0.0
10963,11022,78.65245,0.0
10963,10873,41.481552,0.0
10963,10829,24.1376,0.0
10963,10830,41.361153,0.0
10962,10924,13.98215,0.0
10962,10925,24.186249,0.0
10962,10998,39.7566,0.0
10962,11022,40.689247,0.0
2990,3087,25.865902,0.0
2990,2925,51.4856,0.0
2990,2941,47.35675,0.0
2990,2993,13.978426,0.0
582,813,70.905106,0.0
582,515,22.287199,0.0
582,514,65.036446,0.0
10961,10926,37.388,0.0
10961,10927,33.1583,0.0
10960,10871,47.5864,0.0
10960,10872,45.43485,0.0
581,807,70.32452,0.0
581,580,79302.9,0.0
581,578,15.945165,0.0
10967,10974,46.1279,0.0
10967,11065,56.374252,0.0
10967,10861,40.66185,0.0
10967,10860,32.00505,0.0
10966,10827,32.7205,0.0
10966,11111,127.324,0.0
10965,10914,45.1359,0.0
10965,10951,31.47005,0.0
10965,11111,74.37845,0.0
10964,11054,77.37275,0.0
10964,10912,27.976551,0.0
10964,10995,37.378647,0.0
10969,11050,48.970596,0.0
10969,10889,22.92435,0.0
10969,10909,29.40695,0.0
10968,10974,26.65805,0.0
10968,11065,36.9044,0.0
10968,10956,48.85705,0.0
10968,10957,38.971752,0.0
2989,2877,39.7019,0.0
2989,2868,29.4844,0.0
2983,3046,33.2144,0.0
583,687,54.05785,0.0
583,614,84.70465,0.0
583,585,16.79787,0.0
583,573,11.59857,0.0
584,696,80.26695,0.0
584,585,77.76325,0.0
584,495,15.611046,0.0
2984,3024,29.668148,0.0
2984,2977,33.39025,0.0
2984,2976,14.9758,0.0
2984,2985,36.651848,0.0
2981,3036,17.1954,0.0
2981,2878,40.53535,0.0
2981,2986,27.561749,0.0
2981,2880,43.77245,0.0
585,583,65.41445,0.0
585,584,24.037899,0.0
586,548,47.1215,0.0
586,705,26.0447,0.0
586,602,15.9323,0.0
2982,2913,24.837051,0.0
2982,3046,31.7675,0.0
587,572,15.18815,0.0
587,705,24.60045,0.0
587,602,14.48805,0.0
2987,3021,15.030855,0.0
2987,2885,31.307602,0.0
588,829,40.41075,0.0
588,556,11875.253,0.0
2988,2919,14.033964,0.0
2988,3043,33.6944,0.0
2988,3062,28.63995,0.0
589,530,13.626385,0.0
589,637,38.2947,0.0
589,609,38.15025,0.0
2985,2893,32.561363,0.0
2985,2894,49.2132,0.0
2985,2984,21.9842,0.0
2986,3021,22.855654,0.0
2986,2981,34.720848,0.0
2986,2980,21.23795,0.0
10972,10937,29.277401,0.0
10972,11030,28.9132,0.0
10972,11045,32.211647,0.0
10971,10879,29.08905,0.0
10971,11030,40.44495,0.0
10971,11045,43.7434,0.0
10974,11074,54.6614,0.0
10974,10967,44.52005,0.0
10974,10968,61.71945,0.0
10973,11074,66.19625,0.0
10973,10906,13.3119,0.0
10970,11050,40.9755,0.0
10979,11035,130.06384,0.0
10979,10980,71.191,0.0
10979,11085,61.2815,0.0
10976,10955,42.735237,0.0
10976,11047,50.746597,0.0
10976,10975,36.187,0.0
10976,10987,47.2826,0.0
10975,10976,50.306602,0.0
1809,1804,25.3586,0.0
10978,10981,23.228355,0.0
10978,10946,20.92825,0.0
10978,10947,21.542149,0.0
10977,10981,23.241154,0.0
10977,10878,33.051147,0.0
1808,1700,41.572,0.0
1808,1701,22.6826,0.0
1808,1924,35.8229,0.0
1807,1831,25.9519,0.0
1807,1806,30.95125,0.0
1807,1791,34.5402,0.0
8900,9047,12.948025,0.0
8900,8907,11.858225,0.0
8900,8878,17.8109,0.0
8901,8901,7.03441,0.0
8901,8896,9.177774,0.0
1806,1807,30.95125,0.0
1806,1605,26.37555,0.0
1806,2059,44.5411,0.0
8902,8937,8.065559,0.0
8902,8877,20.97205,0.0
1805,1856,11.430201,0.0
1805,1751,15.4875,0.0
1805,1785,30.7246,0.0
1805,1846,10.622049,0.0
8903,8872,15.526535,0.0
8903,8860,24.733051,0.0
8903,8937,6.764305,0.0
8903,8859,19.9342,0.0
1804,1891,22.87335,0.0
1804,1740,15.214149,0.0
1804,1809,59.700203,0.0
8904,9009,23.67825,0.0
8904,8800,35.87255,0.0
8904,9017,22.07645,0.0
1803,1802,29.1478,0.0
1803,1838,25.9077,0.0
1803,1916,31.960651,0.0
1803,1640,25.7439,0.0
1803,1641,30.1871,0.0
558,534,31.5497,0.0
558,533,20.51765,0.0
558,557,10.57496,0.0
1802,1803,29.1478,0.0
1802,1724,39.2253,0.0
1802,1744,17.62909,0.0
1802,1801,23.85315,0.0
1802,1812,49.0347,0.0
8905,8914,31.8601,0.0
8905,8777,38.66095,0.0
8905,8928,45.40995,0.0
8905,8763,37.5657,0.0
559,560,62.98605,0.0
559,504,8.28934,0.0
8906,8880,17.35425,0.0
8906,8881,29.3581,0.0
8906,8882,36.69025,0.0
8906,8923,4.78621,0.0
1801,1743,18.6333,0.0
1801,1802,23.85315,0.0
1801,1744,16.22284,0.0
1801,1838,20.613049,0.0
1801,1916,26.666,0.0
1800,1781,8.78884,0.0
1800,1782,7.31309,0.0
1800,1870,22.536026,0.0
8907,8900,36.60055,0.0
8907,8923,10.118786,0.0
556,549,90400.2,0.0
556,588,11879.798,0.0
556,577,129324.7,0.0
557,558,43.3722,0.0
557,591,13.1859,0.0
557,593,33.760284,0.0
8908,8917,25.60145,0.0
8908,8838,36.18375,0.0
8908,8945,23.32315,0.0
8909,9032,20.30175,0.0
8909,8925,11.82056,0.0
8909,8848,26.43715,0.0
8909,8847,18.18005,0.0
554,599,13.1467495,0.0
554,537,15.8885,0.0
554,572,16.21125,0.0
555,649,32.90032,0.0
552,547,31.31955,0.0
552,592,42.032234,0.0
553,599,20.89905,0.0
553,572,23.96355,0.0
553,477,23.807499,0.0
550,600,7.91441,0.0
550,537,10.81611,0.0
550,653,10.60561,0.0
551,544,16904.695,0.0
551,592,42.44085,0.0
10985,10984,38.121597,0.0
10985,11021,24.36125,0.0
10984,10985,23.4577,0.0
10984,10897,39.01435,0.0
10984,10898,29.5144,0.0
10983,11090,53.549698,0.0
10983,10982,24.9849,0.0
10983,10980,69.50145,0.0
10983,11077,104.07675,0.0
10983,11085,59.59195,0.0
560,559,15.559349,0.0
560,662,39.185402,0.0
560,650,50.2219,0.0
560,517,38.30415,0.0
560,516,36.3987,0.0
10982,10983,63.0447,0.0
10982,11035,131.46465,0.0
10981,11093,23.433605,0.0
10981,10989,6.412085,0.0
10981,10978,9.943515,0.0
10981,10977,17.685814,0.0
10980,10983,22.40985,0.0
10980,11074,81.4493,0.0
10980,10979,23.079449,0.0
8920,8917,19.1134,0.0
8920,8963,20.15122,0.0
8920,8918,42.532448,0.0
10989,11003,8.008025,0.0
10989,10981,4.879395,0.0
10988,11003,23.852196,0.0
10988,10887,25.146679,0.0
10987,10991,25.153698,0.0
10987,10976,69.40845,0.0
10986,10943,12.359245,0.0
10986,10991,17.90515,0.0
10986,10940,18.565695,0.0
8912,8910,15.853,0.0
8912,8911,33.83765,0.0
8912,8917,13.578825,0.0
8912,8945,11.300525,0.0
8913,8797,36.51005,0.0
8913,8796,37.7428,0.0
8913,9010,47.9301,0.0
8913,8972,124.4838,0.0
8910,8930,24.6031,0.0
8910,8912,23.704525,0.0
8910,8891,20.68195,0.0
8911,8912,34.507927,0.0
8911,8779,34.283314,0.0
569,476,55.316277,0.0
569,475,78.2051,0.0
569,664,41.60525,0.0
569,679,33.274452,0.0
8916,8770,21.36778,0.0
8916,8769,30.102001,0.0
8916,9146,31.180302,0.0
8917,8912,11.0828,0.0
8917,8908,27.3046,0.0
8917,8920,26.2492,0.0
8914,9162,40.5266,0.0
8914,8905,27.3193,0.0
8914,8915,24.9187,0.0
8915,8914,32.746002,0.0
8915,8821,35.9726,0.0
8915,8762,36.52705,0.0
565,597,17.8806,0.0
565,622,16.74779,0.0
565,525,14.937105,0.0
566,711,32.9601,0.0
567,711,26.296848,0.0
567,562,20.215351,0.0
8918,8853,43.2103,0.0
8918,8854,67.037445,0.0
8918,8920,47.8425,0.0
8919,8963,28.36947,0.0
568,664,69.14245,0.0
568,449,25.775902,0.0
568,679,60.81165,0.0
561,840,66.8219,0.0
561,604,23.2404,0.0
561,489,39.458603,0.0
562,492,21.442749,0.0
562,490,22.003601,0.0
562,631,21.41095,0.0
562,567,20.215351,0.0
562,563,21.15515,0.0
563,562,21.15515,0.0
564,505,18.7521,0.0
564,597,13.91395,0.0
564,622,12.781139,0.0
8929,8943,21.10105,0.0
8929,8923,27.2014,0.0
8929,8897,18.7304,0.0
8928,8905,45.1254,0.0
8928,9131,47.819748,0.0
8927,8783,45.66445,0.0
8927,8776,43.978653,0.0
8927,9131,51.73605,0.0
8926,8812,38.268402,0.0
8926,8813,39.3581,0.0
8926,8997,17.87496,0.0
8926,8934,15.21538,0.0
8925,8909,20.3499,0.0
8925,9019,14.080709,0.0
8924,8863,20.624,0.0
8924,9019,20.980251,0.0
8923,8969,4.4524097,0.0
8923,8906,18.0128,0.0
8923,8929,12.534784,0.0
8923,8907,31.06735,0.0
8922,9013,104.529655,0.0
8921,8834,33.1373,0.0
8921,8835,20.1877,0.0
8921,9112,36.2954,0.0
8921,8939,19.9122,0.0
8921,8932,20.3918,0.0
8930,8910,23.069265,0.0
8930,8944,37.0405,0.0
8931,8942,13.136101,0.0
8931,8873,27.4196,0.0
1894,1893,14.694865,0.0
1894,1862,47.36215,0.0
1894,1817,14.43906,0.0
1895,1985,30.1851,0.0
